"","V1","Stolen From","Type","ZIP","Offense","Make","Caliber","Address","Date","Status"
"3833","6","APARTMENT","SHOTGUN, PUMP ACTION","77036","BURGLARY HABITATION","MOSSBERG O F, & SONS","12 GAUGE","9303 WOODFAIR  DR,houston ,Texas ,77036","10/5/2011","S"
"3834","7","APARTMENT","PISTOL, REVOLVER","77061","BURGLARY HABITATION","TAURUS","357 CAL","8751 BROADWAY  ST,houston ,Texas ,77061","7/29/2008","S"
"3835","8","RESIDENCE/HOUSE","PISTOL, REVOLVER","77023","BURGLARY HABITATION","SMITH & WESSON","38 CAL","1434 MUNGER  ,houston ,Texas ,77023","8/9/2011","S"
"3836","9","RESTAURANT/CAFETERIA PARK","16 ROUND MAGAZINE","77032","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","BERETTA","*","2800 TERMINAL N RD,houston ,Texas ,77032","10/10/2010","S"
"3837","10","RESIDENCE/HOUSE","AMMUNITION","77034","BURGLARY HABITATION","AMMUNITION","38","1058 EASTLAKE  ST,houston ,Texas ,77034","9/2/2008","S"
"3838","1","RESIDENCE/HOUSE","MAGAZINE","77025","BURGLARY HABITATION","GLOCK","20","8423 LORRIE  DR,houston ,Texas ,77025","6/2/2010","S"
"3839","2","APARTMENT PARKING LOT","","77002","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)(MISD A)","MAGAZINE","40","15 CHENEVERT N ,houston ,Texas ,77002","7/26/2012","S"
"3840","3","RESIDENCE/HOUSE","PISTOL, REVOLVER","77087","BURGLARY HABITATION","COLT","UNKNOWN","6422 MYRTLE  ,houston ,Texas ,77087","4/6/2009","S"
"3841","4","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77016","BURGLARY HABITATION","TAURUS","9 MILL","6227 ANTHA  ST,houston ,Texas ,77016","5/4/2010","S"
"3842","5","RESIDENCE/HOUSE","UNKNOWN","77093","THEFT (FIREARM) STATE JAIL-FELONY ONLY","UNKNOWN","*","10502 FOY  LN,houston ,Texas ,77093","2/3/2012","S"
"3843","6","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77098","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","KAHR","9 MILL","1927 VASSAR  ST,houston ,Texas ,77098","1/3/2010","S"
"3844","7","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77016","BURGLARY HABITATION","GLOCK","9 MILL","7614 CABOT  ,houston ,Texas ,77016","3/14/2012","S"
"3845","8","RESIDENCE/HOUSE","PISTOL, REVOLVER","77045","BURGLARY HABITATION","UNKNOWN","38 CAL","4114 BROOKSTON  ST,houston ,Texas ,77045","12/17/2011","S"
"3846","9","HOTEL/MOTEL/ETC.","PISTOL, SEMIAUTOMATIC","77027","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","RUGER","380 CAL","598 POST OAK  BLVD,houston ,Texas ,77027","12/24/2009","S"
"3847","10","APARTMENT","PISTOL, SEMIAUTOMATIC","77043","BURGLARY HABITATION(PG)","HIGH (HI) STANDARD","22 CAL","1701 UPLAND  ,houston ,Texas ,77043","6/27/2012","S"
"3848","1","RENTAL STORAGE FACILITY","SHOTGUN, SINGLE-SHOT","77004","THEFT/(FEL STATE JAIL)","REMINGTON ARMS CO INC","12 GAUGE","2405 JACKSON  ST,houston ,Texas ,77004","7/12/2011","S"
"3849","2","RESIDENCE/HOUSE","RIFLE, AUTOMATIC","77028","BURGLARY HABITATION","CENTURY ARMS","","7306 WEST KNOLL  ,houston ,Texas ,77028","8/3/2010","S"
"3850","3","BAR/NIGHT CLUB PARKING LO","PISTOL, SEMIAUTOMATIC","77058","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","KIMBER","45 CAL","2400 BAY AREA  BLVD,houston ,Texas ,77058","9/6/2009","C"
"3851","4","ROAD/STREET/SIDEWALK","PISTOL, SEMIAUTOMATIC","77027","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","GLOCK","40","4731 BANNING  DR,houston ,Texas ,77027","1/8/2012","S"
"3852","5","APARTMENT","PISTOL, SEMIAUTOMATIC","77042","BURGLARY HABITATION","TAURUS MILLENNIUM PRO","45 CAL","2751 WALLINGFORD  DR,houston ,Texas ,77042","3/10/2010","C"
"3853","6","GROCERY/SUPERMARKET PARKI","PISTOL, SEMIAUTOMATIC","77098","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","GLOCK","45 CAL","1701 ALABAMA W ST,houston ,Texas ,77098","2/10/2012","S"
"3854","7","APARTMENT PARKING LOT","PISTOL, SEMIAUTOMATIC","77067","BURGLARY HABITATION","SMITH & WESSON","40 CAL","633 RUSHCREEK  DR,houston ,Texas ,77067","4/22/2011","S"
"3855","8","ROAD/STREET/SIDEWALK","PISTOL, SEMIAUTOMATIC","77098","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","COLT","45","2901 BAMMEL  LN,houston ,Texas ,77098","5/24/2012","S"
"3856","9","AIRPORT TERMINAL","PISTOL, SEMIAUTOMATIC","77017","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","BERETTA","40 CAL","9100 GULF  FWY,houston ,Texas ,77017","11/12/2009","S"
"3857","10","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77088","BURGLARY HABITATION","SMITH & WESSON","40 CAL","5951 DONWHITE  LN,houston ,Texas ,77088","10/15/2010","S"
"3858","1","RESIDENCE/HOUSE","PISTOL, REVOLVER","77018","BURGLARY HABITATION","COLT","45 CAL","1722 WILDE ROCK  WAY,houston ,Texas ,77018","11/1/2010","S"
"3859","2","APARTMENT PARKING LOT","AMMUNITION","77598","BURGLARY MOTOR VEHICLE (PARTS/VEHICLE)/(MISD A)","15 LIVE SHELLS","12","260 EL DORADO  BLVD,houston ,Texas ,77598","11/30/2009","S"
"3860","3","STORAGE BUILDINGS","SEMI-AUTO PISTOL","77057","BURGLARY OF BUILDING (STORAGE)","COLT","0.45","6040 WESTPARK  ,houston ,Texas ,77057","3/15/2008","S"
"3861","4","AUTO REPAIR","SHOTGUN","77026","BURGLARY BUILDING","UNKNOWN","UNKNOWN","6101 JENSEN  DR,houston ,Texas ,77026","4/20/2008","S"
"3862","5","CONDOMINIUM","PISTOL, SEMIAUTOMATIC","77056","THEFT (FIREARM) STATE JAIL-FELONY ONLY","GLOCK","40 CAL","3525 SAGE  RD,houston ,Texas ,77056","1/19/2010","S"
"3863","6","APARTMENT","PISTOL","77036","THEFT/(MISD B)","KELTEC","9 MILL","8330 CARVEL  LN,houston ,Texas ,77036","2/18/2009","C"
"3864","7","APARTMENT","SHOTGUN, PUMP ACTION","77048","BURGLARY BUILDING","UNKNOWN","12 GAUGE","12000 MARTIN LUTHER KING  BLVD,houston ,Texas ,77048","8/17/2008","S"
"3865","8","RESIDENCE/HOUSE","RIFLE, SEMIAUTOMATIC","77015","BURGLARY HABITATION","UNKNOWN","22 CAL","13533 BANDERA  ST,houston ,Texas ,77015","9/18/2009","S"
"3866","9","RESIDENCE/HOUSE","PISTOL","77043","BURGLARY HABITATION","MAGNUM","22","10147 BRINWOOD  DR,houston ,Texas ,77043","6/17/2010","S"
"3867","10","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77035","THEFT/(MISD B)","TAURUS","9 MILL","5918 FONTENELLE  DR,houston ,Texas ,77035","5/17/2008","S"
"3868","1","APARTMENT","SHOTGUN, DOUBLE BARREL","77598","BURGLARY HABITATION","UNKNOWN","12 GAUGE","15603 GULF  FWY,houston ,Texas ,77598","7/15/2009","S"
"3869","2","RESTAURANT/CAFETERIA PARK","PISTOL, REVOLVER","77040","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","22 CAL","5320 HOLLISTER  ,houston ,Texas ,77040","11/8/2008","S"
"3870","3","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77024","BURGLARY HABITATION","GLOCK","9 MILL","11 ROBINLAKE  ,houston ,Texas ,77024","8/15/2009","C"
"3871","4","RESIDENCE/HOUSE","12 GAUGE","77051","BURGLARY HABITATION(PG)","WINDSTER","","1120 VERA LOU  ,houston ,Texas ,77051","2/12/2012","S"
"3872","5","HOTEL/MOTEL PARKING LOT","SHOTGUN, OVER AND UNDER","77042","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","YILDIZ","20 GAUGE","9999 WESTHEIMER  RD,houston ,Texas ,77042","1/6/2009","S"
"3873","6","RESIDENCE/HOUSE","SHOTGUN PUMP","77015","BURGLARY HABITATION(JUV)","UNKNOWN","12","12130 COULSON  CIR,houston ,Texas ,77015","5/8/2008","S"
"3874","7","DRIVEWAY","AMMUNITION MAGAZINE","77058","LOST OR STOLEN","","","505 BAY AREA  BLVD,houston ,Texas ,77058","4/24/2011","E"
"3875","8","STADIUM PARKING LOT","PISTOL, SEMIAUTOMATIC","77025","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","KAHL","40 CAL","2598 MCNEE  RD,houston ,Texas ,77025","3/10/2009","S"
"3876","9","CAR WASH","PISTOL, SEMIAUTOMATIC","77339","THEFT (FIREARM) STATE JAIL-FELONY ONLY","IMEC","380","2314 KINGWOOD  DR,houston ,Texas ,77339","7/28/2012","U"
"3877","10","RESIDENCE/HOUSE","RIFLE, PUMPACTION","77080","THEFT (FIREARM) STATE JAIL-FELONY ONLY","WINCHESTER","12 GAUGE","1720 CRESTDALE  DR,houston ,Texas ,77080","6/5/2008","S"
"3878","1","CONDOMINIUM","PISTOL, SEMIAUTOMATIC","77008","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","COLT","UNKNOWN","1127 24TH W ST,houston ,Texas ,77008","9/8/2008","S"
"3879","2","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77033","THEFT (FIREARM) STATE JAIL-FELONY ONLY","REMINGTON ARMS CO INC","12 GAUGE","5875 BELNEATH  ST,houston ,Texas ,77033","3/13/2010","S"
"3880","3","APARTMENT","PISTOL, SEMIAUTOMATIC","77091","THEFT (FIREARM) STATE JAIL-FELONY ONLY","JIMENEZ ARMS","380 CAL","790 LITTLE YORK W RD,houston ,Texas ,77091","4/16/2009","S"
"3881","4","HOTEL/MOTEL PARKING LOT","PISTOL, SINGLE-SHOT","77067","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SAWYER & SON","44 MAG","500 NORTH SAM HOUSTON W PKWY,houston ,Texas ,77067","5/17/2010","S"
"3882","5","HOTEL/MOTEL PARKING LOT","PISTOL, SEMIAUTOMATIC","77027","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","GLOCK","40 CAL","1625 WEST LP S  ,houston ,Texas ,77027","1/15/2008","S"
"3883","6","CONDOMINIUM","PISTOL, SEMIAUTOMATIC","77071","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SMITH & WESSON","40 CAL","11280 BRAES FOREST  DR,houston ,Texas ,77071","2/20/2011","S"
"3884","7","RESIDENCE/HOUSE","RIFLE, BOLT ACTION","77027","LOST OR STOLEN","SAKO","270 CAL","3729 WICKERSHAM  LN,houston ,Texas ,77027","6/1/2008","C"
"3885","8","APARTMENT COMPLEX PARKING","PISTOL, REVOLVER","77081","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SMITH & WESSON","38 CAL","4807 PIN OAK PARK  ,houston ,Texas ,77081","9/21/2010","S"
"3886","9","RESIDENCE/HOUSE","RIFLE, BOLT ACTION","77062","BURGLARY HABITATION","RUGER","3006","979 RICHVALE  LN,houston ,Texas ,77062","6/15/2010","S"
"3887","10","APARTMENT","PISTOL, SEMIAUTOMATIC","77077","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","H&K","40 CAL","14515 BRIAR FOREST  DR,houston ,Texas ,77077","8/9/2012","S"
"3888","1","ACADEMY STORE","AMMUNITION","77077","THEFT/LOSS $50.00 TO $199.99 -","WINSTON","","14500 WESTHEIMER  RD,houston ,Texas ,77077","10/27/2010","S"
"3889","2","RESIDENCE","PISTOL, SEMIAUTOMATIC","77045","BURGLARY HABITATION","SMITH & WESSON","40 CAL","14512 BUFFALO SPEEDWAY  ,houston ,Texas ,77045","11/19/2008","S"
"3890","3","AMERICAN LEGION HALL","M1 GARAND RIFLE","77034","BURGLARY BUILDING","HARRINGTON & RICHARDSON","30-06 CAL","11702 GALVESTON  RD,houston ,Texas ,77034","5/19/2009","S"
"3891","4","CONDOMINIUM","PISTOL, REVOLVER","77057","BURGLARY HABITATION","SMITH & WESSON","38 CAL","6111 BEVERLYHILL  ST,houston ,Texas ,77057","6/18/2010","S"
"3892","5","ROAD/STREET/SIDEWALK","PISTOL, SEMIAUTOMATIC","77004","THEFT (FIREARM) STATE JAIL-FELONY ONLY","COLT","45 CAL","2600 MCGOWEN  ST,houston ,Texas ,77004","7/12/2008","S"
"3893","6","RESIDENCE/HOUSE","SHOTGUN, SINGLE-SHOT","77053","BURGLARY HABITATION","ROSSI,AMADEO, & CO","12 GAUGE","5110 DANFIELD  DR,houston ,Texas ,77053","8/14/2009","S"
"3894","7","CEMETERY PARKING","E","77055","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","TSR","9999","1101 ANTOINE  DR,houston ,Texas ,77055","10/21/2011","S"
"3895","8","RESIDENCE/HOUSE","REVOLVER","77072","BURGLARY HABITATION","SMITH & WESSON","44","4354 WILDACRES  DR,houston ,Texas ,77072","1/19/2008","S"
"3896","9","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77055","BURGLARY HABITATION","REMINGTON ARMS CO INC","12 GAUGE","9123 RANGELY  ,houston ,Texas ,77055","2/18/2008","S"
"3897","10","APARTMENT","PISTOL, SEMIAUTOMATIC","77088","TERRORISTIC THREAT/BY MEANS UNCLASSIFIED","GLOCK","45 CAL","9601 MONTGOMERY W RD,houston ,Texas ,77088","4/2/2011","S"
"3898","1","RESTAURANT/CAFETERIA","PISTOL, SEMIAUTOMATIC","77017","BURGLARY BUILDING","DAVIS","380 CAL","4440 GALVESTON  RD,houston ,Texas ,77017","4/21/2009","S"
"3899","2","UNKNOWN","MAGAZINE","77007","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","","38","600 SHEPHERD  DR,houston ,Texas ,77007","11/29/2011","S"
"3900","3","RENTAL STORAGE FACILITY","SHOTGUN, PUMP ACTION","77081","BURGLARY BUILDING","REMINGTON ARMS CO INC","12 GAUGE","5415 BISSONNET  ST,houston ,Texas ,77081","11/30/2009","S"
"3901","4","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77053","THEFT/LOSS $200.00 OR MORE - F","RUGER","45 CAL","15410 MARKWOOD  CT,houston ,Texas ,77053","10/15/2010","S"
"3902","5","ON GROUND BY DUMPSTER","PISTOL, SEMIAUTOMATIC","77082","FOUND PROPERTY","SPRINGFIELD FIREARMS","45 CAL","13630 RICHMOND  AVE,houston ,Texas ,77082","12/8/2008","C"
"3903","6","RESIDENCE/HOUSE","UNKNOWN","77018","BURGLARY HABITATION","UNKNOWN","*","1537 WAKEFIELD  DR,houston ,Texas ,77018","5/23/2010","S"
"3904","7","APARTMENT","RIFLE, CARBINE","77036","THEFT/LOSS $200.00 OR MORE - F","BUSHMASTER","UNKNOWN","6200 GESSNER S DR,houston ,Texas ,77036","7/14/2010","S"
"3905","8","APARTMENT PARKING LOT","PISTOL, SEMIAUTOMATIC","77028","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","SKY LITE","9 MILL","6767 BENNINGTON  ST,houston ,Texas ,77028","7/10/2011","S"
"3906","9","RESIDENCE/HOUSE","PISTOL, REVOLVER","77021","THEFT (FIREARM) STATE JAIL-FELONY ONLY","SMITH & WESSON","38 CAL","4923 EPPES  ST,houston ,Texas ,77021","9/19/2011","C"
"3907","10","RESIDENCE/HOUSE","RIFLE, LEVER ACTION","77339","BURGLARY HABITATION","WINCHESTER","30-30 CAL","2034 LAKE CREEK  DR,houston ,Texas ,77339","9/1/2010","C"
"3908","1","RESIDENCE/HOUSE","RIFLE,SEMIAUTOMATIC","77088","BURGLARY HABITATION","BUSHMASTER","223","2505 GLEN  ,houston ,Texas ,77088","1/24/2008","S"
"3909","2","BAR/NIGHT CLUB","PISTOL, SEMIAUTOMATIC","77026","THEFT/(MISD A)","FN HERSTAL FIVE SEVEN","5.7 MIL","2010 JENSEN  DR,houston ,Texas ,77026","1/1/2010","S"
"3910","3","PUBLIC STREET","PISTOL, SEMIAUTOMATIC","77051","THEFT/(MISD A)","SPRINGFIELD FIREARMS","9 MILL","8400 CANNON  ,houston ,Texas ,77051","3/27/2009","S"
"3911","4","APARTMENT","SHOTGUN, PUMP ACTION","77063","BURGLARY BUILDING","WINCHESTER","12 GAUGE","2600 WESTERLAND  DR,houston ,Texas ,77063","4/23/2008","S"
"3912","5","COMMERCIAL BUILDING","SHOTGUN, PUMP ACTION","77087","BURGLARY BUILDING","UNKNOWN","12 GAUGE","6830 LA PASEO  ,houston ,Texas ,77087","11/25/2009","S"
"3913","6","RESTAURANT/CAFETERIA","PISTOL","77070","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","TAURUS","9","17913 TOMBALL  PKWY,houston ,Texas ,77070","10/27/2010","C"
"3914","7","SECURITY BUSINESS","PISTOL, REVOLVER","77092","THEFT/LOSS $200.00 OR MORE - F","SMITH & WESSON","38 CAL","10777 NORTHWEST W FWY SER,houston ,Texas ,77092","2/6/2012","S"
"3915","8","COMMERCIAL BUILDING","PISTOL, SEMIAUTOMATIC","77598","BURGLARY BUILDING","STEVENS/J STEVENS ARMS","22 CAL","497 EL DORADO  BLVD,houston ,Texas ,77598","4/17/2008","S"
"3916","9","APARTMENT","","77028","BURGLARY HABITATION","REMINGTON AMMUNITION","","6767 BENNINGTON  ,houston ,Texas ,77028","3/18/2008","S"
"3917","10","APARTMENT","GUN","77057","BURGLARY BUILDING","","","6320 WINDSWEPT  LN,houston ,Texas ,77057","2/14/2009","S"
"3918","1","RENTAL STORAGE FACILITY","RIFLE","77036","BURGLARY BUILDING","KBI","308","9740 STROUD  DR,houston ,Texas ,77036","9/8/2008","S"
"3919","2","SPORTS FACILITY PARKING L","MAGAZINE","77003","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","GLOCK","*","500 CHARTRES  ,houston ,Texas ,77003","8/3/2009","S"
"3920","3","RESIDENCE/HOUSE","PISTOL, REVOLVER","77099","BURGLARY HABITATION","UNKNOWN","38 CAL","12051 FAIRPOINT  DR,houston ,Texas ,77099","7/28/2011","S"
"3921","4","RESIDENCE/HOUSE","SHOTGUN, SEMIAUTOMATIC","77006","BURGLARY HABITATION","BERETTA","12 GAUGE","1633 SUTTON  ,houston ,Texas ,77006","6/7/2010","S"
"3922","5","UNKNOWN","PISTOL, SEMIAUTOMATIC","77009","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","BERETTA","32 CAL","1102 26TH E ST,houston ,Texas ,77009","5/23/2011","S"
"3923","6","APARTMENT","PISTOL, REVOLVER","77098","BURGLARY HABITATION","SMITH & WESSON","357","2412 BARTLETT  ST,houston ,Texas ,77098","4/25/2012","S"
"3924","7","RESIDENCE/HOUSE","RIFLE, AUTOMATIC","77036","BURGLARY HABITATION","UNKNOWN","UNKNOWN","7911 STROUD  DR,houston ,Texas ,77036","3/22/2011","S"
"3925","8","OFFICE BUILDING","PISTOL","77024","THEFT","BERRETTA","9","720 POST OAK N RD,houston ,Texas ,77024","1/1/2008","S"
"3926","9","ROAD/STREET/SIDEWALK","PISTOL","77085","FAIL TO STOP AND GIVE INFORMATION","GLOCK","40","13300 SUMMIT RIDGE  DR,houston ,Texas ,77085","2/7/2010","C"
"3927","10","STRIP BUSINESS CENTER PAR","AMMUNITION","77098","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","UNKNOWN","9MM","2621 WESTPARK  ,houston ,Texas ,77098","11/10/2009","S"
"3928","1","APARTMENT","SHOTGUN, PUMP ACTION","77051","BURGLARY HABITATION","WINCHESTER","20 GAUGE","4223 BARBERRY  DR,houston ,Texas ,77051","1/18/2012","S"
"3929","2","RESTAURANT/CAFETERIA PARK","RIFLE, BOLT ACTION","77029","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","REMINGTON ARMS CO INC","308 CAL","11900 EAST S FWY SER,houston ,Texas ,77029","9/14/2009","S"
"3930","3","ROAD/STREET/SIDEWALK","","77040","THEFT/LOSS $50.00 TO $199.99 -","SMITH & WESSON","","7200 LITTLE YORK W RD,houston ,Texas ,77040","8/18/2010","C"
"3931","4","RESIDENCE/HOUSE","RIFLE, SEMIAUTOMATIC","77009","BURGLARY HABITATION","NORINCO","7.62","1131 EUCLID  ST,houston ,Texas ,77009","8/9/2012","S"
"3932","5","FITNESS CONNECTION PARKIN","PISTOL, SEMIAUTOMATIC","77060","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","TAURUS","45 CAL","12300 NORTH  FWY,houston ,Texas ,77060","6/13/2009","S"
"3933","6","APARTMENT PARKING LOT","RIFLE-SHOTGUN COMBINED","77061","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","ROSENBURGH","12 GUAGE","8501 BROADWAY  ST,houston ,Texas ,77061","12/16/2010","S"
"3934","7","CONDOMINIUM","SHOTGUN, PUMP ACTION","77063","BURGLARY HABITATION","REMINGTON ARMS CO INC","12 GAUGE","3100 JEANETTA  ,houston ,Texas ,77063","10/23/2009","S"
"3935","8","AIRPORT TERMINAL","PISTOL, REVOLVER","77061","THEFT/LOSS $200.00 OR MORE - F","SMITH & WESSON","38 CAL","7800 AIRPORT  BLVD,houston ,Texas ,77061","7/7/2010","S"
"3936","9","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77033","BURGLARY HABITATION","SMITH & WESSON","9 MILL","5906 SOUTHTOWN  ,houston ,Texas ,77033","6/4/2011","S"
"3937","10","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77043","BURGLARY HABITATION(PG)","SPRINGFIELD FIREARMS","45 CAL","10451 ALCOTT  DR,houston ,Texas ,77043","6/13/2008","S"
"3938","1","APARTMENT PARKING LOT","PISTOL, SEMIAUTOMATIC","77042","THEFT (AUTO)/(FEL 3RD DEG)","GLOCK","9 MILL","9707 RICHMOND  AVE,houston ,Texas ,77042","9/17/2008","S"
"3939","2","TIRE SHOP","PISTOL, SEMIAUTOMATIC","77026","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","TAURUS","9 MILL","1716 QUITMAN  ,houston ,Texas ,77026","8/17/2008","U"
"3940","3","UNKNOWN","AMMUNITION","77006","THEFT","","10","805 CHELSEA  BLVD,houston ,Texas ,77006","12/19/2008","S"
"3941","4","RESIDENCE/HOUSE","RIFLE","77089","BURGLARY HABITATION","MARLIN","22","12602 WHITE PLAINS  ,houston ,Texas ,77089","1/18/2009","S"
"3942","5","GROCERY/SUPERMARKET","PISTOL, SEMIAUTOMATIC","77093","THEFT (TRUCK)/(FEL 3RD DEG)","PARA ORDNANCE GI EXPERT","45 CAL","3800 LITTLE YORK  RD,houston ,Texas ,77093","5/6/2012","S"
"3943","6","RESIDENCE/HOUSE","RIFLE, SINGLE-SHOT","77033","BURGLARY HABITATION","UNKNOWN","30-06 CAL","5915 SOUTHINGTON  ,houston ,Texas ,77033","4/1/2011","S"
"3944","7","APARTMENT","","77067","BURGLARY HABITATION","AMMUNITION","","1303 GREENS  PKWY,houston ,Texas ,77067","10/3/2008","S"
"3945","8","APARTMENT","PISTOL, SEMIAUTOMATIC","77006","THEFT/LOSS $200.00 OR MORE - F","SMITH & WESSON","9 MILL","1644 HAWTHORNE  ,houston ,Texas ,77006","12/24/2011","S"
"3946","9","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77077","BURGLARY HABITATION","SMITH & WESSON","40 CAL","13330 BRENTONWOOD  LN,houston ,Texas ,77077","7/31/2012","S"
"3947","10","STRIP BUSINESS CENTER PAR","(2)9MM CAL/(1)40MM CAL C","77036","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","(2)9MM CAL/(1)40MM CAL C","","8200 GESSNER S DR,houston ,Texas ,77036","6/6/2010","S"
"3948","1","RESIDENCE/HOUSE","PISTOL, REVOLVER","77055","THEFT/(MISD B)","SMITH & WESSON","38 CAL","7006 LAWLER RIDGE  ,houston ,Texas ,77055","5/1/2008","S"
"3949","2","GROCERY/SUPERMARKET PARKI","PISTOL, SEMIAUTOMATIC","77087","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","40 CAL","6322 TELEPHONE  RD,houston ,Texas ,77087","7/31/2009","S"
"3950","3","APARTMENT","PISTOL, SEMIAUTOMATIC","77088","INVESTIGATION (BURGLARY AND THEFT)","HI POINT","380 CAL","7200 T C JESTER  BLVD,houston ,Texas ,77088","2/3/2009","S"
"3951","4","MISC. BUSINESS (NON-SPECI","SINGLE BARREL WOODEN","77007","BURGLARY BUILDING","ANTIQUE SHOTGUN STOCK CO","","5425 KATY  FWY,houston ,Texas ,77007","3/18/2012","S"
"3952","5","RESIDENCE/HOUSE","RIFLE, BOLT ACTION","77048","BURGLARY HABITATION","WINCHESTER","242","11702 BAY CEDAR  DR,houston ,Texas ,77048","1/8/2012","S"
"3953","6","RESIDENCE/HOUSE","AMMUNITION","77074","BURGLARY HABITATION","UNKNOWN","45","6822 CARVEL  LN,houston ,Texas ,77074","5/23/2011","S"
"3954","7","ROAD/STREET/SIDEWALK","PISTOL, SEMIAUTOMATIC","77072","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","KIMBER (1911)","45 CAL","11100 HOLWORTH  DR,houston ,Texas ,77072","4/7/2008","S"
"3955","8","CONDOMINIUM","RIFLE, SINGLE-SHOT","77042","BURGLARY HABITATION","UNKNOWN","UNKNOWN","10236 BRIAR FOREST  DR,houston ,Texas ,77042","10/14/2009","S"
"3956","9","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77096","BURGLARY HABITATION","BERETTA","12 GAUGE","9622 RICE S AVE,houston ,Texas ,77096","11/18/2009","S"
"3957","10","RESTAURANT/CAFETERIA PARK","PISTOL, SEMIAUTOMATIC","77012","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","GLOCK","9 MILL","2598 SAN SABA  ,houston ,Texas ,77012","1/13/2010","C"
"3958","1","APARTMENT","MAGAZINE","77056","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SMITH AND WESSON","223","5115 WESTHEIMER  RD,houston ,Texas ,77056","2/15/2012","S"
"3959","2","STRIP CLUB","PISTOL, SEMIAUTOMATIC","77034","THEFT (FIREARM) STATE JAIL-FELONY ONLY","SIG SAUER","40 CAL","10520 GULF W FWY SER,houston ,Texas ,77034","3/22/2012","S"
"3960","3","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77024","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","KIMBER ULTRA","45 CAL","11810 LONGLEAF  LN,houston ,Texas ,77024","4/13/2009","S"
"3961","4","COMMERCIAL BUILDING","CALIBER 32","77028","THEFT (FIREARM) STATE JAIL-FELONY ONLY","CESKA ZBROJOVKA","32","9205 MESA  DR,houston ,Texas ,77028","10/15/2009","S"
